Queens,Morning,High Fine,Sedan,46,DOUBLE PARKING
Queens,Morning,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Manhattan,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Morning,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Morning,High Fine,SUV,50,CROSSWALK
Queens,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Queens,Morning,Medium Fine,Sedan,71,INSP. STICKER-EXPIRED/MISSING
Queens,Morning,High Fine,Sedan,99,OTHER
Bronx,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,High Fine,Sedan,40,FIRE HYDRANT
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Queens,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Bronx,Night,High Fine,SUV,51,SIDEWALK
Bronx,Night,Medium Fine,SUV,63,NIGHTTIME STD/ PKG IN A PARK
Manhattan,Night,High Fine,Sedan,54,PCKP DSCHRGE IN PRHBTD ZONE
Bronx,Night,High Fine,Van,48,BIKE LANE
Staten Island,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Manhattan,Morning,High Fine,Sedan,50,CROSSWALK
Staten Island,Night,High Fine,SUV,40,FIRE HYDRANT
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Bronx,Morning,High Fine,Sedan,40,FIRE HYDRANT
Bronx,Morning,High Fine,Sedan,40,FIRE HYDRANT
Bronx,Morning,High Fine,Sedan,40,FIRE HYDRANT
Manhattan,Morning,High Fine,SUV,46,DOUBLE PARKING
Brooklyn,Night,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Brooklyn,Night,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Brooklyn,Morning,Medium Fine,Van,20,NO PARKING-DAY/TIME LIMITS
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,Medium Fine,SUV,68,NON-COMPLIANCE W/ POSTED SIGN
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Staten Island,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Night,High Fine,Sedan,46,DOUBLE PARKING
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Manhattan,Morning,Medium Fine,SUV,16,NO STANDING-EXC. TRUCK LOADING
Manhattan,Morning,Medium Fine,Sedan,16,NO STANDING-EXC. TRUCK LOADING
Queens,Night,High Fine,Sedan,46,DOUBLE PARKING
Queens,Night,High Fine,Sedan,40,FIRE HYDRANT
Manhattan,Morning,High Fine,Van,46,DOUBLE PARKING
Brooklyn,Night,High Fine,Sedan,51,SIDEWALK
Manhattan,Night,High Fine,Van,14,NO STANDING-DAY/TIME LIMITS
Bronx,Afternoon,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Bronx,Morning,Low Fine,Sedan,21,NO PARKING-STREET CLEANING
Brooklyn,Afternoon,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,Medium Fine,Van,74,FRONT OR BACK PLATE MISSING
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Manhattan,Night,High Fine,Sedan,40,FIRE HYDRANT
Bronx,Night,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Brooklyn,Morning,High Fine,Sedan,46,DOUBLE PARKING
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Bronx,Night,High Fine,Sedan,46,DOUBLE PARKING
Bronx,Night,Medium Fine,Sedan,17,NO STANDING-EXC. AUTH. VEHICLE
Bronx,Night,High Fine,SUV,67,PEDESTRIAN RAMP
Bronx,Night,High Fine,SUV,40,FIRE HYDRANT
Bronx,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,High Fine,SUV,46,DOUBLE PARKING
Queens,Night,High Fine,Sedan,48,BIKE LANE
Queens,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,19,NO STANDING-BUS STOP
Queens,Morning,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Morning,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Morning,Medium Fine,SUV,33,MISUSE PARKING PERMIT
Queens,Morning,High Fine,Van,51,SIDEWALK
Queens,Morning,High Fine,Van,51,SIDEWALK
Queens,Night,High Fine,Van,14,NO STANDING-DAY/TIME LIMITS
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,51,SIDEWALK
Queens,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,Van,14,NO STANDING-DAY/TIME LIMITS
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,High Fine,Van,67,PEDESTRIAN RAMP
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,19,NO STANDING-BUS STOP
Queens,Morning,High Fine,Sedan,46,DOUBLE PARKING
Queens,Morning,High Fine,SUV,46,DOUBLE PARKING
Queens,Afternoon,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Afternoon,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Queens,Night,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Bronx,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Night,High Fine,Sedan,51,SIDEWALK
Brooklyn,Morning,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Morning,High Fine,Van,40,FIRE HYDRANT
Brooklyn,Morning,Medium Fine,Van,78,NGHT PKG ON RESID STR-COMM VEH
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Night,High Fine,SUV,46,DOUBLE PARKING
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,High Fine,Sedan,46,DOUBLE PARKING
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Night,High Fine,Sedan,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Bronx,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Manhattan,Morning,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Morning,High Fine,Sedan,46,DOUBLE PARKING
Manhattan,Night,High Fine,Sedan,53,SAFETY ZONE
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Afternoon,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Queens,Afternoon,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Queens,Night,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Night,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Queens,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Queens,Morning,High Fine,SUV,46,DOUBLE PARKING
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Staten Island,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Staten Island,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Staten Island,Morning,Medium Fine,Sedan,75,NO MATCH-PLATE/STICKER
Staten Island,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,High Fine,Van,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Night,High Fine,SUV,50,CROSSWALK
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,SUV,46,DOUBLE PARKING
Bronx,Morning,High Fine,SUV,40,FIRE HYDRANT
Bronx,Morning,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Bronx,Morning,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Bronx,Morning,High Fine,SUV,40,FIRE HYDRANT
Bronx,Morning,Medium Fine,Sedan,20,NO PARKING-DAY/TIME LIMITS
Bronx,Morning,High Fine,SUV,46,DOUBLE PARKING
Bronx,Morning,High Fine,Van,46,DOUBLE PARKING
Bronx,Morning,High Fine,Sedan,40,FIRE HYDRANT
Bronx,Night,High Fine,Sedan,50,CROSSWALK
Brooklyn,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,46,DOUBLE PARKING
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Night,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Manhattan,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,SUV,27,NO PARKING-EXC. DSBLTY PERMIT
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Afternoon,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Manhattan,Morning,High Fine,SUV,31,NO STANDING-COMM METER ZONE
Queens,Night,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Queens,Night,Medium Fine,SUV,68,NON-COMPLIANCE W/ POSTED SIGN
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,High Fine,SUV,67,PEDESTRIAN RAMP
Brooklyn,Night,High Fine,Sedan,67,PEDESTRIAN RAMP
Brooklyn,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,Low Fine,SUV,91,VEHICLE FOR SALE(DEALERS ONLY)
Brooklyn,Night,Medium Fine,Van,74,FRONT OR BACK PLATE MISSING
Brooklyn,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Bronx,Morning,High Fine,Sedan,51,SIDEWALK
Brooklyn,Morning,High Fine,SUV,51,SIDEWALK
Brooklyn,Morning,Medium Fine,SUV,74,FRONT OR BACK PLATE MISSING
Manhattan,Night,High Fine,SUV,99,OTHER
Manhattan,Morning,High Fine,Sedan,40,FIRE HYDRANT
Manhattan,Morning,High Fine,Sedan,67,PEDESTRIAN RAMP
Brooklyn,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Bronx,Night,High Fine,Sedan,46,DOUBLE PARKING
Bronx,Night,High Fine,SUV,46,DOUBLE PARKING
Bronx,Night,High Fine,Sedan,50,CROSSWALK
Manhattan,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Bronx,Night,High Fine,Sedan,51,SIDEWALK
Manhattan,Morning,High Fine,Van,48,BIKE LANE
Manhattan,Night,Medium Fine,Sedan,68,NON-COMPLIANCE W/ POSTED SIGN
Bronx,Night,High Fine,Sedan,48,BIKE LANE
Bronx,Morning,High Fine,Sedan,40,FIRE HYDRANT
Bronx,Night,High Fine,Sedan,46,DOUBLE PARKING
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,High Fine,SUV,46,DOUBLE PARKING
Brooklyn,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Queens,Night,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Manhattan,Morning,High Fine,SUV,50,CROSSWALK
Queens,Morning,High Fine,SUV,46,DOUBLE PARKING
Manhattan,Morning,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Van,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Afternoon,High Fine,Van,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Manhattan,Night,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Bronx,Night,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Bronx,Night,Low Fine,SUV,61,WRONG WAY
Bronx,Night,High Fine,SUV,40,FIRE HYDRANT
Bronx,Morning,High Fine,SUV,67,PEDESTRIAN RAMP
Bronx,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Bronx,Morning,High Fine,SUV,40,FIRE HYDRANT
Bronx,Night,High Fine,Sedan,46,DOUBLE PARKING
Bronx,Night,High Fine,SUV,46,DOUBLE PARKING
Bronx,Morning,High Fine,Sedan,50,CROSSWALK
Bronx,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Bronx,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Bronx,Night,Medium Fine,Sedan,71,INSP. STICKER-EXPIRED/MISSING
Bronx,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Bronx,Morning,High Fine,SUV,67,PEDESTRIAN RAMP
Bronx,Morning,High Fine,SUV,14,NO STANDING-DAY/TIME LIMITS
Manhattan,Night,High Fine,Sedan,19,NO STANDING-BUS STOP
Manhattan,Night,High Fine,Sedan,19,NO STANDING-BUS STOP
Manhattan,Morning,High Fine,Sedan,40,FIRE HYDRANT
Manhattan,Afternoon,High Fine,SUV,53,SAFETY ZONE
Manhattan,Night,High Fine,Sedan,53,SAFETY ZONE
Manhattan,Morning,High Fine,Sedan,46,DOUBLE PARKING
Manhattan,Morning,High Fine,Sedan,46,DOUBLE PARKING
Manhattan,Night,Medium Fine,SUV,70,REG. STICKER-EXPIRED/MISSING
Manhattan,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Night,High Fine,Sedan,19,NO STANDING-BUS STOP
Brooklyn,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,Medium Fine,Sedan,74,FRONT OR BACK PLATE MISSING
Brooklyn,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Brooklyn,Morning,High Fine,Sedan,40,FIRE HYDRANT
Staten Island,Morning,High Fine,Van,40,FIRE HYDRANT
Brooklyn,Night,High Fine,SUV,40,FIRE HYDRANT
Bronx,Night,High Fine,Sedan,19,NO STANDING-BUS STOP
Bronx,Morning,High Fine,SUV,67,PEDESTRIAN RAMP
Manhattan,Night,Medium Fine,Sedan,20,NO PARKING-DAY/TIME LIMITS
Manhattan,Morning,Medium Fine,Sedan,17,NO STANDING-EXC. AUTH. VEHICLE
Manhattan,Morning,Medium Fine,SUV,20,NO PARKING-DAY/TIME LIMITS
Manhattan,Morning,High Fine,SUV,19,NO STANDING-BUS STOP
Manhattan,Morning,High Fine,Van,9,OBSTRUCTING TRAFFIC/INTERSECT
Manhattan,Night,High Fine,Sedan,19,NO STANDING-BUS STOP
Manhattan,Night,High Fine,Sedan,14,NO STANDING-DAY/TIME LIMITS
Brooklyn,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Manhattan,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Morning,High Fine,Sedan,51,SIDEWALK
Brooklyn,Afternoon,High Fine,Van,99,OTHER
Brooklyn,Afternoon,Medium Fine,Van,78,NGHT PKG ON RESID STR-COMM VEH
Brooklyn,Night,High Fine,SUV,46,DOUBLE PARKING
Brooklyn,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Brooklyn,Night,Medium Fine,Sedan,70,REG. STICKER-EXPIRED/MISSING
Brooklyn,Night,Medium Fine,Sedan,71,INSP. STICKER-EXPIRED/MISSING
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Night,High Fine,Sedan,51,SIDEWALK
Queens,Morning,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Queens,Morning,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,40,FIRE HYDRANT
Queens,Night,High Fine,SUV,19,NO STANDING-BUS STOP
Queens,Night,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,46,DOUBLE PARKING
Queens,Night,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,High Fine,Sedan,19,NO STANDING-BUS STOP
Queens,Morning,High Fine,Sedan,19,NO STANDING-BUS STOP
Queens,Night,High Fine,Sedan,67,PEDESTRIAN RAMP
Queens,Morning,High Fine,Sedan,46,DOUBLE PARKING
Queens,Morning,High Fine,Sedan,67,PEDESTRIAN RAMP
Queens,Night,High Fine,Sedan,51,SIDEWALK
Queens,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Night,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Queens,Night,High Fine,Sedan,67,PEDESTRIAN RAMP
Queens,Morning,High Fine,SUV,19,NO STANDING-BUS STOP
Brooklyn,Morning,High Fine,SUV,46,DOUBLE PARKING
Brooklyn,Night,High Fine,Sedan,40,FIRE HYDRANT
Brooklyn,Night,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,High Fine,Van,50,CROSSWALK
Queens,Night,Medium Fine,Van,98,OBSTRUCTING DRIVEWAY
Queens,Afternoon,High Fine,Sedan,40,FIRE HYDRANT
Queens,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Queens,Morning,Medium Fine,SUV,98,OBSTRUCTING DRIVEWAY
Bronx,Morning,High Fine,SUV,48,BIKE LANE
Bronx,Morning,Medium Fine,Van,70,REG. STICKER-EXPIRED/MISSING
Bronx,Night,High Fine,SUV,48,BIKE LANE
Bronx,Night,High Fine,SUV,48,BIKE LANE
Bronx,Morning,Medium Fine,Sedan,98,OBSTRUCTING DRIVEWAY
Bronx,Afternoon,High Fine,SUV,40,FIRE HYDRANT
